Amp training started. 2016-07-29T16:15:54

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [1, 1]
Initial weights already present.
Initial scalings already present.
Calculating atomic fingerprints...
 Saved fingerprints file scripts/2016-07-28/generic2/3-3-3/fingerprints.db loaded with 239 entries. 0.0 min.
 Calculating 0 of 239 fingerprints (239 exist in file).
 ...all fingerprint operations complete. 0.0 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/generic2/3-3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  160        2016-07-29T16:16:18  8.848e-02    1.924e-02
  161        2016-07-29T16:16:18  8.848e-02    1.924e-02
  162        2016-07-29T16:16:18  8.848e-02    1.924e-02
  163        2016-07-29T16:16:18  8.848e-02    1.924e-02
  164        2016-07-29T16:16:18  8.848e-02    1.924e-02
  165        2016-07-29T16:16:18  8.848e-02    1.924e-02
  166        2016-07-29T16:16:19  8.847e-02    1.924e-02
  167        2016-07-29T16:16:19  8.847e-02    1.924e-02
  168        2016-07-29T16:16:19  8.846e-02    1.924e-02
  169        2016-07-29T16:16:19  8.845e-02    1.924e-02
  170        2016-07-29T16:16:19  8.844e-02    1.924e-02
  171        2016-07-29T16:16:19  8.841e-02    1.923e-02
  172        2016-07-29T16:16:19  8.838e-02    1.923e-02
  173        2016-07-29T16:16:19  8.843e-02    1.924e-02
  174        2016-07-29T16:16:20  8.838e-02    1.923e-02
  175        2016-07-29T16:16:20  8.837e-02    1.923e-02
  176        2016-07-29T16:16:20  8.836e-02    1.923e-02
  177        2016-07-29T16:16:20  8.835e-02    1.923e-02
  178        2016-07-29T16:16:20  8.833e-02    1.922e-02
  179        2016-07-29T16:16:20  8.830e-02    1.922e-02
  180        2016-07-29T16:16:20  8.827e-02    1.922e-02
  181        2016-07-29T16:16:20  8.835e-02    1.923e-02
  182        2016-07-29T16:16:21  8.826e-02    1.922e-02
  183        2016-07-29T16:16:21  8.824e-02    1.921e-02
  184        2016-07-29T16:16:21  8.821e-02    1.921e-02
  185        2016-07-29T16:16:21  8.822e-02    1.921e-02
