Amp training started. 2016-07-29T14:09:51

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [3, 3]
Initializing with random weights.
Initializing with random scalings.
Calculating atomic fingerprints...
No saved fingerprint file found.
 Calculating 239 of 239 fingerprints (0 exist in file).
  Processor 0 calculations stored in file /tmp/fp-FmMCZF.db.
 Calculated 239 new images. 0.5 min.
 Reading calculated fingerprints...
 ...child fingerprints read and saved to scripts/2016-07-28/3-3/fingerprints.db. 0.0 min.
 ...all fingerprint operations complete. 0.5 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  126        2016-07-29T14:10:48  4.392e-02    1.356e-02
  127        2016-07-29T14:10:48  4.294e-02    1.340e-02
  128        2016-07-29T14:10:48  4.160e-02    1.319e-02
  129        2016-07-29T14:10:49  4.000e-02    1.294e-02
  130        2016-07-29T14:10:49  3.734e-02    1.250e-02
  131        2016-07-29T14:10:49  3.428e-02    1.198e-02
  132        2016-07-29T14:10:49  5.189e-02    1.474e-02
  133        2016-07-29T14:10:49  3.377e-02    1.189e-02
  134        2016-07-29T14:10:50  3.314e-02    1.178e-02
  135        2016-07-29T14:10:50  3.238e-02    1.164e-02
  136        2016-07-29T14:10:50  3.159e-02    1.150e-02
  137        2016-07-29T14:10:50  3.121e-02    1.143e-02
  138        2016-07-29T14:10:50  3.084e-02    1.136e-02
  139        2016-07-29T14:10:50  3.058e-02    1.131e-02
  140        2016-07-29T14:10:51  3.019e-02    1.124e-02
  141        2016-07-29T14:10:51  2.962e-02    1.113e-02
  142        2016-07-29T14:10:51  2.873e-02    1.096e-02
  143        2016-07-29T14:10:51  2.747e-02    1.072e-02
  144        2016-07-29T14:10:52  2.635e-02    1.050e-02
  145        2016-07-29T14:10:52  2.588e-02    1.041e-02
  146        2016-07-29T14:10:52  2.544e-02    1.032e-02
  147        2016-07-29T14:10:52  2.509e-02    1.025e-02
  148        2016-07-29T14:10:52  2.483e-02    1.019e-02
  149        2016-07-29T14:10:53  2.464e-02    1.015e-02
  150        2016-07-29T14:10:53  2.445e-02    1.011e-02
  151        2016-07-29T14:10:53  2.419e-02    1.006e-02
  152        2016-07-29T14:10:53  2.379e-02    9.977e-03
  153        2016-07-29T14:10:54  2.350e-02    9.916e-03
  154        2016-07-29T14:10:54  2.315e-02    9.843e-03
  155        2016-07-29T14:10:54  2.281e-02    9.769e-03
  156        2016-07-29T14:10:54  2.264e-02    9.733e-03
  157        2016-07-29T14:10:54  2.240e-02    9.680e-03
  158        2016-07-29T14:10:55  2.200e-02    9.594e-03
  159        2016-07-29T14:10:55  2.148e-02    9.480e-03
  160        2016-07-29T14:10:55  2.119e-02    9.417e-03
  161        2016-07-29T14:10:55  2.099e-02    9.371e-03
  162        2016-07-29T14:10:56  2.091e-02    9.354e-03
  163        2016-07-29T14:10:56  2.082e-02    9.333e-03
  164        2016-07-29T14:10:56  2.071e-02    9.308e-03
  165        2016-07-29T14:10:56  2.064e-02    9.292e-03
  166        2016-07-29T14:10:56  2.060e-02    9.284e-03
  167        2016-07-29T14:10:57  2.058e-02    9.279e-03
  168        2016-07-29T14:10:57  2.054e-02    9.271e-03
  169        2016-07-29T14:10:57  2.048e-02    9.257e-03
  170        2016-07-29T14:10:57  2.038e-02    9.235e-03
  171        2016-07-29T14:10:58  2.027e-02    9.209e-03
  172        2016-07-29T14:10:58  2.021e-02    9.195e-03
  173        2016-07-29T14:10:58  2.015e-02    9.181e-03
  174        2016-07-29T14:10:58  2.010e-02    9.171e-03
  175        2016-07-29T14:10:58  2.003e-02    9.156e-03
  176        2016-07-29T14:10:59  1.993e-02    9.132e-03
  177        2016-07-29T14:10:59  1.980e-02    9.102e-03
  178        2016-07-29T14:10:59  1.965e-02    9.067e-03
  179        2016-07-29T14:10:59  1.941e-02    9.013e-03
  180        2016-07-29T14:10:59  1.915e-02    8.952e-03
  181        2016-07-29T14:11:00  1.898e-02    8.911e-03
  182        2016-07-29T14:11:00  1.884e-02    8.879e-03
  183        2016-07-29T14:11:00  1.883e-02    8.877e-03
  184        2016-07-29T14:11:00  1.880e-02    8.869e-03
  185        2016-07-29T14:11:01  1.877e-02    8.863e-03
  186        2016-07-29T14:11:01  1.874e-02    8.855e-03
  187        2016-07-29T14:11:01  1.871e-02    8.848e-03
  188        2016-07-29T14:11:01  1.867e-02    8.839e-03
  189        2016-07-29T14:11:01  1.862e-02    8.826e-03
  190        2016-07-29T14:11:02  1.858e-02    8.816e-03
  191        2016-07-29T14:11:02  1.854e-02    8.807e-03
  192        2016-07-29T14:11:02  1.848e-02    8.792e-03
  193        2016-07-29T14:11:02  1.837e-02    8.768e-03
  194        2016-07-29T14:11:02  1.826e-02    8.742e-03
  195        2016-07-29T14:11:03  1.820e-02    8.727e-03
  196        2016-07-29T14:11:03  1.811e-02    8.704e-03
  197        2016-07-29T14:11:03  1.797e-02    8.671e-03
  198        2016-07-29T14:11:03  1.785e-02    8.642e-03
  199        2016-07-29T14:11:04  1.792e-02    8.660e-03
Saving checkpoint data.
  200        2016-07-29T14:11:04  1.778e-02    8.625e-03
  201        2016-07-29T14:11:04  1.769e-02    8.602e-03
  202        2016-07-29T14:11:04  1.757e-02    8.575e-03
  203        2016-07-29T14:11:04  1.747e-02    8.549e-03
  204        2016-07-29T14:11:05  1.739e-02    8.529e-03
  205        2016-07-29T14:11:05  1.751e-02    8.560e-03
  206        2016-07-29T14:11:05  1.736e-02    8.521e-03
  207        2016-07-29T14:11:05  1.730e-02    8.508e-03
  208        2016-07-29T14:11:05  1.720e-02    8.484e-03
  209        2016-07-29T14:11:06  1.704e-02    8.445e-03
  210        2016-07-29T14:11:06  1.684e-02    8.393e-03
  211        2016-07-29T14:11:06  1.660e-02    8.334e-03
  212        2016-07-29T14:11:06  1.701e-02    8.436e-03
  213        2016-07-29T14:11:07  1.649e-02    8.307e-03
  214        2016-07-29T14:11:07  1.630e-02    8.258e-03
  215        2016-07-29T14:11:07  1.597e-02    8.174e-03
  216        2016-07-29T14:11:07  1.563e-02    8.086e-03
  217        2016-07-29T14:11:07  1.523e-02    7.983e-03
  218        2016-07-29T14:11:08  1.494e-02    7.907e-03
  219        2016-07-29T14:11:08  1.455e-02    7.802e-03
  220        2016-07-29T14:11:08  1.442e-02    7.769e-03
  221        2016-07-29T14:11:08  1.445e-02    7.776e-03
  222        2016-07-29T14:11:08  1.437e-02    7.754e-03
  223        2016-07-29T14:11:09  1.430e-02    7.735e-03
  224        2016-07-29T14:11:09  1.426e-02    7.724e-03
  225        2016-07-29T14:11:09  1.423e-02    7.715e-03
  226        2016-07-29T14:11:09  1.417e-02    7.700e-03
  227        2016-07-29T14:11:10  1.410e-02    7.682e-03
  228        2016-07-29T14:11:10  1.403e-02    7.663e-03
  229        2016-07-29T14:11:10  1.394e-02    7.637e-03
  230        2016-07-29T14:11:10  1.380e-02    7.598e-03
  231        2016-07-29T14:11:10  1.369e-02    7.568e-03
  232        2016-07-29T14:11:11  1.358e-02    7.537e-03
  233        2016-07-29T14:11:11  1.349e-02    7.512e-03
  234        2016-07-29T14:11:11  1.334e-02    7.471e-03
  235        2016-07-29T14:11:11  1.319e-02    7.428e-03
  236        2016-07-29T14:11:12  1.310e-02    7.404e-03
  237        2016-07-29T14:11:12  1.304e-02    7.386e-03
  238        2016-07-29T14:11:12  1.301e-02    7.378e-03
  239        2016-07-29T14:11:12  1.297e-02    7.365e-03
  240        2016-07-29T14:11:12  1.289e-02    7.343e-03
  241        2016-07-29T14:11:13  1.276e-02    7.306e-03
  242        2016-07-29T14:11:13  1.257e-02    7.253e-03
  243        2016-07-29T14:11:13  1.244e-02    7.215e-03
  244        2016-07-29T14:11:13  1.235e-02    7.187e-03
  245        2016-07-29T14:11:14  1.225e-02    7.160e-03
  246        2016-07-29T14:11:14  1.214e-02    7.126e-03
  247        2016-07-29T14:11:14  1.191e-02    7.060e-03
  248        2016-07-29T14:11:14  1.155e-02    6.953e-03
  249        2016-07-29T14:11:14  1.134e-02    6.887e-03
  250        2016-07-29T14:11:15  1.115e-02    6.829e-03
  251        2016-07-29T14:11:15  1.105e-02    6.799e-03
  252        2016-07-29T14:11:15  1.098e-02    6.777e-03
  253        2016-07-29T14:11:15  1.093e-02    6.764e-03
  254        2016-07-29T14:11:16  1.089e-02    6.749e-03
  255        2016-07-29T14:11:16  1.084e-02    6.735e-03
  256        2016-07-29T14:11:16  1.078e-02    6.715e-03
  257        2016-07-29T14:11:16  1.070e-02    6.692e-03
  258        2016-07-29T14:11:17  1.059e-02    6.656e-03
  259        2016-07-29T14:11:17  1.046e-02    6.615e-03
  260        2016-07-29T14:11:17  1.037e-02    6.587e-03
  261        2016-07-29T14:11:17  1.024e-02    6.544e-03
  262        2016-07-29T14:11:17  1.005e-02    6.485e-03
  263        2016-07-29T14:11:18  9.949e-03    6.452e-03
  264        2016-07-29T14:11:18  9.959e-03    6.455e-03
  265        2016-07-29T14:11:18  9.908e-03    6.439e-03
  266        2016-07-29T14:11:18  9.855e-03    6.422e-03
  267        2016-07-29T14:11:19  9.820e-03    6.410e-03
  268        2016-07-29T14:11:19  9.788e-03    6.400e-03
  269        2016-07-29T14:11:19  9.755e-03    6.389e-03
  270        2016-07-29T14:11:19  9.715e-03    6.376e-03
  271        2016-07-29T14:11:19  9.652e-03    6.355e-03
  272        2016-07-29T14:11:20  9.545e-03    6.319e-03
  273        2016-07-29T14:11:20  9.360e-03    6.258e-03
  274        2016-07-29T14:11:20  9.072e-03    6.161e-03
  275        2016-07-29T14:11:20  8.723e-03    6.041e-03
  276        2016-07-29T14:11:21  8.441e-03    5.943e-03
  277        2016-07-29T14:11:21  8.161e-03    5.843e-03
  278        2016-07-29T14:11:21  7.933e-03    5.761e-03
  279        2016-07-29T14:11:21  7.866e-03    5.737e-03
  280        2016-07-29T14:11:21  7.783e-03    5.707e-03
  281        2016-07-29T14:11:22  7.524e-03    5.611e-03
  282        2016-07-29T14:11:22  7.196e-03    5.487e-03
  283        2016-07-29T14:11:22  6.927e-03    5.383e-03
  284        2016-07-29T14:11:22  6.863e-03    5.359e-03
  285        2016-07-29T14:11:23  6.772e-03    5.323e-03
  286        2016-07-29T14:11:23  6.688e-03    5.290e-03
  287        2016-07-29T14:11:23  6.618e-03    5.262e-03
  288        2016-07-29T14:11:23  6.523e-03    5.224e-03
  289        2016-07-29T14:11:23  6.406e-03    5.177e-03
  290        2016-07-29T14:11:24  6.416e-03    5.181e-03
  291        2016-07-29T14:11:24  6.356e-03    5.157e-03
  292        2016-07-29T14:11:24  6.288e-03    5.129e-03
  293        2016-07-29T14:11:24  6.236e-03    5.108e-03
  294        2016-07-29T14:11:25  6.216e-03    5.100e-03
  295        2016-07-29T14:11:25  6.196e-03    5.091e-03
  296        2016-07-29T14:11:25  6.160e-03    5.077e-03
  297        2016-07-29T14:11:25  6.101e-03    5.052e-03
  298        2016-07-29T14:11:25  6.020e-03    5.019e-03
  299        2016-07-29T14:11:26  5.939e-03    4.985e-03
Saving checkpoint data.
  300        2016-07-29T14:11:26  5.800e-03    4.926e-03
  301        2016-07-29T14:11:26  5.588e-03    4.835e-03
  302        2016-07-29T14:11:26  5.397e-03    4.752e-03
  303        2016-07-29T14:11:26  5.271e-03    4.696e-03
  304        2016-07-29T14:11:27  5.062e-03    4.602e-03
  305        2016-07-29T14:11:27  4.774e-03    4.470e-03
  306        2016-07-29T14:11:27  4.710e-03    4.439e-03
  307        2016-07-29T14:11:27  4.616e-03    4.395e-03
  308        2016-07-29T14:11:27  4.495e-03    4.337e-03
  309        2016-07-29T14:11:28  4.377e-03    4.279e-03
  310        2016-07-29T14:11:28  4.243e-03    4.213e-03
  311        2016-07-29T14:11:28  4.170e-03    4.177e-03
  312        2016-07-29T14:11:28  4.073e-03    4.128e-03
  313        2016-07-29T14:11:28  3.949e-03    4.065e-03
  314        2016-07-29T14:11:29  3.886e-03    4.032e-03
  315        2016-07-29T14:11:29  3.882e-03    4.030e-03
  316        2016-07-29T14:11:29  3.874e-03    4.026e-03
  317        2016-07-29T14:11:29  3.847e-03    4.012e-03
  318        2016-07-29T14:11:30  3.788e-03    3.981e-03
  319        2016-07-29T14:11:30  3.775e-03    3.974e-03
  320        2016-07-29T14:11:30  3.750e-03    3.961e-03
  321        2016-07-29T14:11:30  3.719e-03    3.945e-03
  322        2016-07-29T14:11:30  3.688e-03    3.928e-03
  323        2016-07-29T14:11:30  3.637e-03    3.901e-03
  324        2016-07-29T14:11:31  3.567e-03    3.863e-03
  325        2016-07-29T14:11:31  3.680e-03    3.924e-03
  326        2016-07-29T14:11:31  3.537e-03    3.847e-03
  327        2016-07-29T14:11:32  3.495e-03    3.824e-03
  328        2016-07-29T14:11:32  3.465e-03    3.808e-03
