Amp training started. 2016-07-29T14:43:15

Local environment descriptor: Behler
Regression: NeuralNetwork

Parallel processing over 1 cores.

Training on 239 images.
Hashing images...
 239 unique images after hashing.
 ...hashing completed. 0.0 min.
1 unique elements included: C
Symmetry functions for each element:
  C: 8
Hidden-layer structure:
  C: [1, 1]
Initializing with random weights.
Initializing with random scalings.
Calculating atomic fingerprints...
No saved fingerprint file found.
 Calculating 239 of 239 fingerprints (0 exist in file).
  Processor 0 calculations stored in file /tmp/fp-EvAm91.db.
 Calculated 239 new images. 0.5 min.
 Reading calculated fingerprints...
 ...child fingerprints read and saved to scripts/2016-07-28/generic1/3-3-3/fingerprints.db. 0.0 min.
 ...all fingerprint operations complete. 0.5 min.
Re-shaping images data to send to fortran90...
 ...data re-shaped. 0.0 min.
Initial parameters saved in file scripts/2016-07-28/generic1/3-3-3/initial-parameters.json.

Starting optimization of cost function...
 Energy goal: 1.000e-03
 No force training.
Step              Time               Cost     RMS (Energy
                                    Function    per Atom)
                                                 Error
=====  ==========================  =========  ==========
  341        2016-07-29T14:44:33  8.282e-02    1.862e-02
  342        2016-07-29T14:44:33  8.282e-02    1.862e-02
  343        2016-07-29T14:44:33  8.282e-02    1.861e-02
  344        2016-07-29T14:44:33  8.281e-02    1.861e-02
  345        2016-07-29T14:44:34  8.280e-02    1.861e-02
  346        2016-07-29T14:44:34  8.280e-02    1.861e-02
  347        2016-07-29T14:44:34  8.279e-02    1.861e-02
  348        2016-07-29T14:44:34  8.278e-02    1.861e-02
  349        2016-07-29T14:44:34  8.278e-02    1.861e-02
  350        2016-07-29T14:44:34  8.277e-02    1.861e-02
  351        2016-07-29T14:44:34  8.276e-02    1.861e-02
  352        2016-07-29T14:44:35  8.275e-02    1.861e-02
  353        2016-07-29T14:44:35  8.275e-02    1.861e-02
  354        2016-07-29T14:44:35  8.274e-02    1.861e-02
  355        2016-07-29T14:44:35  8.274e-02    1.861e-02
  356        2016-07-29T14:44:35  8.273e-02    1.861e-02
  357        2016-07-29T14:44:35  8.273e-02    1.860e-02
  358        2016-07-29T14:44:35  8.283e-02    1.862e-02
  359        2016-07-29T14:44:36  8.272e-02    1.860e-02
  360        2016-07-29T14:44:36  8.272e-02    1.860e-02
  361        2016-07-29T14:44:36  8.271e-02    1.860e-02
  362        2016-07-29T14:44:36  8.271e-02    1.860e-02
  363        2016-07-29T14:44:36  8.270e-02    1.860e-02
  364        2016-07-29T14:44:36  8.270e-02    1.860e-02
  365        2016-07-29T14:44:36  8.269e-02    1.860e-02
  366        2016-07-29T14:44:37  8.269e-02    1.860e-02
  367        2016-07-29T14:44:37  8.269e-02    1.860e-02
  368        2016-07-29T14:44:37  8.269e-02    1.860e-02
  369        2016-07-29T14:44:37  8.268e-02    1.860e-02
  370        2016-07-29T14:44:37  8.268e-02    1.860e-02
  371        2016-07-29T14:44:37  8.267e-02    1.860e-02
  372        2016-07-29T14:44:37  8.267e-02    1.860e-02
  373        2016-07-29T14:44:38  8.267e-02    1.860e-02
  374        2016-07-29T14:44:38  8.266e-02    1.860e-02
  375        2016-07-29T14:44:38  8.266e-02    1.860e-02
  376        2016-07-29T14:44:38  8.266e-02    1.860e-02
  377        2016-07-29T14:44:38  8.265e-02    1.860e-02
  378        2016-07-29T14:44:38  8.265e-02    1.860e-02
  379        2016-07-29T14:44:38  8.264e-02    1.860e-02
  380        2016-07-29T14:44:39  8.264e-02    1.860e-02
  381        2016-07-29T14:44:39  8.264e-02    1.859e-02
  382        2016-07-29T14:44:39  8.264e-02    1.859e-02
  383        2016-07-29T14:44:39  8.263e-02    1.859e-02
  384        2016-07-29T14:44:39  8.263e-02    1.859e-02
  385        2016-07-29T14:44:39  8.263e-02    1.859e-02
  386        2016-07-29T14:44:39  8.262e-02    1.859e-02
  387        2016-07-29T14:44:40  8.262e-02    1.859e-02
  388        2016-07-29T14:44:40  8.262e-02    1.859e-02
  389        2016-07-29T14:44:40  8.262e-02    1.859e-02
  390        2016-07-29T14:44:40  8.261e-02    1.859e-02
  391        2016-07-29T14:44:40  8.261e-02    1.859e-02
  392        2016-07-29T14:44:40  8.261e-02    1.859e-02
  393        2016-07-29T14:44:40  8.260e-02    1.859e-02
  394        2016-07-29T14:44:41  8.260e-02    1.859e-02
